ST|ZIPCODE|GEO_ID|GEO_TTL|FOOTID_GEO|NAICS2012|NAICS2012_TTL|FOOTID_NAICS|YEAR|ESTAB|ESTAB_F|EMP|EMP_F|EMP_N|EMP_N_F|PAYQTR1|PAYQTR1_F|PAYQTR1_N|PAYQTR1_N_F|PAYANN|PAYANN_F|PAYANN_N|PAYANN_N_F
01|35550|8610000US35550|35550(CORDOVA,AL)||00|Total for all sectors||2012|32||316||0|G|3457||0|G|14741||0|G
01|35551|8610000US35551|35551(DELMAR,AL)||00|Total for all sectors||2012|2||0|b|0|D|0|D|0|D|0|D|0|D
01|35552|8610000US35552|35552(DETROIT,AL)||00|Total for all sectors||2012|14||112||0|G|624||0|G|2428||0|G
01|35553|8610000US35553|35553(DOUBLE SPRINGS,AL)||00|Total for all sectors||2012|74||1436||0|G|8358||0|G|35675||0|G
01|35554|8610000US35554|35554(ELDRIDGE,AL)||00|Total for all sectors||2012|8||46||0|G|274||0|G|806||0|G
01|35555|8610000US35555|35555(FAYETTE,AL)||00|Total for all sectors||2012|227||2535||0|G|17069||0|G|69294||0|G
01|35559|8610000US35559|35559(GLEN ALLEN,AL)||00|Total for all sectors||2012|3||38||0|G|342||0|G|1694||0|G
01|35560|8610000US35560|35560(GOODSPRINGS,AL)||00|Total for all sectors||2012|3||0|b|0|D|0|D|0|D|0|D|0|D
01|35563|8610000US35563|35563(GUIN,AL)||00|Total for all sectors||2012|66||975||0|H|9142||0|H|37458||0|H
01|35564|8610000US35564|35564(HACKLEBURG,AL)||00|Total for all sectors||2012|16||402||0|G|2258||0|G|9865||0|G
01|35565|8610000US35565|35565(HALEYVILLE,AL)||00|Total for all sectors||2012|269||3958||0|G|26350||0|G|108937||0|H
01|35570|8610000US35570|35570(HAMILTON,AL)||00|Total for all sectors||2012|237||2750||0|G|18125||0|G|76033||0|G
01|35571|8610000US35571|35571(HODGES,AL)||00|Total for all sectors||2012|7||34||0|G|152||0|G|680||0|G
01|35572|8610000US35572|35572(HOUSTON,AL)||00|Total for all sectors||2012|10||138||0|G|1079||0|H|4614||0|H
01|35573|8610000US35573|35573(KANSAS,AL)||00|Total for all sectors||2012|2||0|a|0|D|0|D|0|D|0|D|0|D
01|35574|8610000US35574|35574(KENNEDY,AL)||00|Total for all sectors||2012|10||74||0|G|639||0|G|2605||0|G
01|35575|8610000US35575|35575(LYNN,AL)||00|Total for all sectors||2012|19||0|c|0|D|0|D|0|D|0|D|0|D
01|35576|8610000US35576|35576(MILLPORT,AL)||00|Total for all sectors||2012|37||357||0|G|3100||0|G|13037||0|G
01|35577|8610000US35577|35577(NATURAL BRIDGE,AL)||00|Total for all sectors||2012|1||0|a|0|D|0|D|0|D|0|D|0|D
01|35578|8610000US35578|35578(NAUVOO,AL)||00|Total for all sectors||2012|27||197||0|G|1451||0|G|6295||0|H
01|35579|8610000US35579|35579(OAKMAN,AL)||00|Total for all sectors||2012|27||197||0|G|2075||0|G|8439||0|G
01|35580|8610000US35580|35580(PARRISH,AL)||00|Total for all sectors||2012|39||0|f|0|D|0|D|0|D|0|D|0|D
01|35581|8610000US35581|35581(PHIL CAMPBELL,AL)||00|Total for all sectors||2012|43||307||0|G|1721||0|G|7370||0|G
01|35582|8610000US35582|35582(RED BAY,AL)||00|Total for all sectors||2012|108||0|h|0|D|0|D|0|D|0|D|0|D
01|35584|8610000US35584|35584(SIPSEY,AL)||00|Total for all sectors||2012|6||50||0|G|370||0|G|1598||0|G
01|35585|8610000US35585|35585(SPRUCE PINE,AL)||00|Total for all sectors||2012|12||0|b|0|S|235||0|H|989||0|H
01|35586|8610000US35586|35586(SULLIGENT,AL)||00|Total for all sectors||2012|67||0|f|0|D|0|D|0|D|0|D|0|D
01|35587|8610000US35587|35587(TOWNLEY,AL)||00|Total for all sectors||2012|7||0|b|0|S|132||0|G|512||0|G
01|35592|8610000US35592|35592(VERNON,AL)||00|Total for all sectors||2012|121||1448||0|G|10728||0|G|46784||0|G
01|35593|8610000US35593|35593(VINA,AL)||00|Total for all sectors||2012|17||61||0|G|340||0|G|1679||0|G
01|35594|8610000US35594|35594(WINFIELD,AL)||00|Total for all sectors||2012|189||2139||0|G|18319||0|G|72131||0|G
01|35601|8610000US35601|35601(DECATUR,AL)||00|Total for all sectors||2012|1332||24309||0|G|235629||0|G|979731||0|G
01|35602|8610000US35602|35602(DECATUR,AL)||00|Total for all sectors||2012|69||1448||0|G|13312||0|G|56582||0|G
01|35603|8610000US35603|35603(DECATUR,AL)||00|Total for all sectors||2012|504||6749||0|G|49827||0|G|209527||0|G
01|35609|8610000US35609|35609(DECATUR,AL)||00|Total for all sectors||2012|14||1687||0|G|29489||0|G|107759||0|G
01|35610|8610000US35610|35610(ANDERSON,AL)||00|Total for all sectors||2012|12||40||0|G|170||0|G|729||0|G
01|35611|8610000US35611|35611(ATHENS,AL)||00|Total for all sectors||2012|675||8867||0|G|68017||0|G|274147||0|G
01|35612|8610000US35612|35612(ATHENS,AL)||00|Total for all sectors||2012|42||323||0|G|2223||0|G|10568||0|G
01|35613|8610000US35613|35613(ATHENS,AL)||00|Total for all sectors||2012|199||2021||0|G|14995||0|H|61716||0|H
01|35614|8610000US35614|35614(ATHENS,AL)||00|Total for all sectors||2012|42||301||0|H|2093||0|H|10381||0|H
01|35615|8610000US35615|35615(BELLE MINA,AL)||00|Total for all sectors||2012|3||0|a|0|S|53||0|G|256||0|G
01|35616|8610000US35616|35616(CHEROKEE,AL)||00|Total for all sectors||2012|51||1113||0|G|12343||0|G|50873||0|G
01|35617|8610000US35617|35617(CLOVERDALE,AL)||00|Total for all sectors||2012|2||0|a|0|D|0|D|0|D|0|D|0|D
01|35618|8610000US35618|35618(COURTLAND,AL)||00|Total for all sectors||2012|37||1211||0|G|22006||0|G|91081||0|G
01|35619|8610000US35619|35619(DANVILLE,AL)||00|Total for all sectors||2012|29||0|c|0|S|823||0|H|3621||0|G
01|35620|8610000US35620|35620(ELKMONT,AL)||00|Total for all sectors||2012|65||486||0|G|3527||0|G|15441||0|G
01|35621|8610000US35621|35621(EVA,AL)||00|Total for all sectors||2012|36||166||0|H|770||0|H|3230||0|G
01|35622|8610000US35622|35622(FALKVILLE,AL)||00|Total for all sectors||2012|64||1138||0|G|7684||0|G|31778||0|G
01|35630|8610000US35630|35630(FLORENCE,AL)||00|Total for all sectors||2012|1296||19658||0|G|127550||0|G|537690||0|G
01|35631|8610000US35631|35631(FLORENCE,AL)||00|Total for all sectors||2012|35||0|f|0|D|0|D|0|D|0|D|0|D
01|35632|8610000US35632|35632(FLORENCE,AL)||00|Total for all sectors||2012|9||0|c|0|S|381||0|H|1461||0|H
01|35633|8610000US35633|35633(FLORENCE,AL)||00|Total for all sectors||2012|166||1293||0|G|7046||0|G|30570||0|G
01|35634|8610000US35634|35634(FLORENCE,AL)||00|Total for all sectors||2012|131||871||0|H|6770||0|H|27897||0|H
01|35640|8610000US35640|35640(HARTSELLE,AL)||00|Total for all sectors||2012|386||4364||0|G|33914||0|H|125992||0|G
01|35643|8610000US35643|35643(HILLSBORO,AL)||00|Total for all sectors||2012|32||153||0|H|1250||0|G|5130||0|G
01|35645|8610000US35645|35645(KILLEN,AL)||00|Total for all sectors||2012|156||1044||0|G|5982||0|G|25990||0|G
01|35646|8610000US35646|35646(LEIGHTON,AL)||00|Total for all sectors||2012|48||425||0|G|3112||0|G|16009||0|G
01|35647|8610000US35647|35647(LESTER,AL)||00|Total for all sectors||2012|3||11||0|G|62||0|G|284||0|G
01|35648|8610000US35648|35648(LEXINGTON,AL)||00|Total for all sectors||2012|38||199||0|G|922||0|G|3927||0|G
01|35649|8610000US35649|35649(MOORESVILLE,AL)||00|Total for all sectors||2012|5||0|b|0|D|0|D|0|D|0|D|0|D
01|35650|8610000US35650|35650(MOULTON,AL)||00|Total for all sectors||2012|230||2559||0|G|17427||0|G|74000||0|G
01|35651|8610000US35651|35651(MOUNT HOPE,AL)||00|Total for all sectors||2012|7||40||0|G|159||0|G|690||0|G
01|35652|8610000US35652|35652(ROGERSVILLE,AL)||00|Total for all sectors||2012|131||1062||0|G|6240||0|G|27068||0|G
01|35653|8610000US35653|35653(RUSSELLVILLE,AL)||00|Total for all sectors||2012|285||6157||0|H|38626||0|H|157829||0|H
01|35654|8610000US35654|35654(RUSSELLVILLE,AL)||00|Total for all sectors||2012|74||718||0|G|6765||0|H|29009||0|H
01|35660|8610000US35660|35660(SHEFFIELD,AL)||00|Total for all sectors||2012|249||3090||0|G|26127||0|G|108846||0|G
01|35661|8610000US35661|35661(MUSCLE SHOALS,AL)||00|Total for all sectors||2012|500||9838||0|G|81699||0|G|357759||0|G
01|35662|8610000US35662|35662(MUSCLE SHOALS,AL)||00|Total for all sectors||2012|33||666||0|H|6415||0|H|27372||0|H
01|35670|8610000US35670|35670(SOMERVILLE,AL)||00|Total for all sectors||2012|69||322||0|H|1566||0|H|6892||0|H
01|35671|8610000US35671|35671(TANNER,AL)||00|Total for all sectors||2012|40||294||0|H|3566||0|H|12675||0|H
01|35672|8610000US35672|35672(TOWN CREEK,AL)||00|Total for all sectors||2012|49||286||0|G|1273||0|G|5349||0|G
01|35673|8610000US35673|35673(TRINITY,AL)||00|Total for all sectors||2012|88||1502||0|H|23289||0|H|97751||0|H
01|35674|8610000US35674|35674(TUSCUMBIA,AL)||00|Total for all sectors||2012|335||3464||0|G|24839||0|G|102786||0|G
01|35677|8610000US35677|35677(WATERLOO,AL)||00|Total for all sectors||2012|12||0|b|0|S|482||0|H|2384||0|H
01|35739|8610000US35739|35739(ARDMORE,AL)||00|Total for all sectors||2012|77||431||0|G|2389||0|G|10389||0|G
01|35740|8610000US35740|35740(BRIDGEPORT,AL)||00|Total for all sectors||2012|32||930||0|G|6649||0|G|28065||0|G
01|35741|8610000US35741|35741(BROWNSBORO,AL)||00|Total for all sectors||2012|60||584||0|G|5257||0|G|23108||0|G
01|35742|8610000US35742|35742(CAPSHAW,AL)||00|Total for all sectors||2012|5||0|b|0|S|0|S|0|S|636||0|H
01|35744|8610000US35744|35744(DUTTON,AL)||00|Total for all sectors||2012|15||69||0|G|258||0|H|1065||0|H
01|35745|8610000US35745|35745(ESTILLFORK,AL)||00|Total for all sectors||2012|3||0|b|0|D|0|D|0|D|0|D|0|D
01|35746|8610000US35746|35746(FACKLER,AL)||00|Total for all sectors||2012|1||0|a|0|D|0|D|0|D|0|D|0|D
01|35747|8610000US35747|35747(GRANT,AL)||00|Total for all sectors||2012|59||407||0|G|3004||0|H|11824||0|H
01|35748|8610000US35748|35748(GURLEY,AL)||00|Total for all sectors||2012|61||294||0|G|1914||0|G|8143||0|G
01|35749|8610000US35749|35749(HARVEST,AL)||00|Total for all sectors||2012|133||934||0|G|6224||0|G|26915||0|G
01|35750|8610000US35750|35750(HAZEL GREEN,AL)||00|Total for all sectors||2012|139||1140||0|G|8571||0|G|37773||0|G
01|35751|8610000US35751|35751(HOLLYTREE,AL)||00|Total for all sectors||2012|3||13||0|G|81||0|H|308||0|H
01|35752|8610000US35752|35752(HOLLYWOOD,AL)||00|Total for all sectors||2012|24||433||0|G|6566||0|G|30606||0|G
01|35754|8610000US35754|35754(LACEYS SPRING,AL)||00|Total for all sectors||2012|77||379||0|G|2556||0|G|11127||0|G
01|35755|8610000US35755|35755(LANGSTON,AL)||00|Total for all sectors||2012|10||70||0|G|208||0|G|1020||0|G
01|35756|8610000US35756|35756(MADISON,AL)||00|Total for all sectors||2012|119||1936||0|G|16786||0|G|71998||0|G
01|35757|8610000US35757|35757(MADISON,AL)||00|Total for all sectors||2012|98||690||0|G|3597||0|H|16835||0|H
01|35758|8610000US35758|35758(MADISON,AL)||00|Total for all sectors||2012|1048||15908||0|G|154148||0|H|646046||0|H
01|35759|8610000US35759|35759(MERIDIANVILLE,AL)||00|Total for all sectors||2012|100||997||0|G|7982||0|G|31388||0|G
01|35760|8610000US35760|35760(NEW HOPE,AL)||00|Total for all sectors||2012|49||273||0|G|2058||0|G|8350||0|G
01|35761|8610000US35761|35761(NEW MARKET,AL)||00|Total for all sectors||2012|64||279||0|G|1489||0|G|6583||0|G
01|35762|8610000US35762|35762(NORMAL,AL)||00|Total for all sectors||2012|5||0|c|0|D|0|D|0|D|0|D|0|D
01|35763|8610000US35763|35763(OWENS CROSS ROADS,AL)||00|Total for all sectors||2012|210||1998||0|G|12015||0|G|51096||0|G
01|35764|8610000US35764|35764(PAINT ROCK,AL)||00|Total for all sectors||2012|6||83||0|G|629||0|G|2472||0|G
01|35765|8610000US35765|35765(PISGAH,AL)||00|Total for all sectors||2012|28||148||0|G|858||0|G|3401||0|G
01|35766|8610000US35766|35766(PRINCETON,AL)||00|Total for all sectors||2012|5||5||0|G|25||0|H|78||0|H
01|35767|8610000US35767|35767(RYLAND,AL)||00|Total for all sectors||2012|2||0|b|0|D|0|D|0|D|0|D|0|D
01|35768|8610000US35768|35768(SCOTTSBORO,AL)||00|Total for all sectors||2012|426||6893||0|H|46157||0|G|189457||0|G
01|35769|8610000US35769|35769(SCOTTSBORO,AL)||00|Total for all sectors||2012|143||1862||0|G|13722||0|G|58884||0|G
01|35771|8610000US35771|35771(SECTION,AL)||00|Total for all sectors||2012|43||184||0|G|947||0|G|3828||0|G
01|35772|8610000US35772|35772(STEVENSON,AL)||00|Total for all sectors||2012|73||1197||0|G|14267||0|H|58981||0|H
01|35773|8610000US35773|35773(TONEY,AL)||00|Total for all sectors||2012|83||488||0|G|3170||0|G|12682||0|G
01|35774|8610000US35774|35774(TRENTON,AL)||00|Total for all sectors||2012|1||0|a|0|D|0|D|0|D|0|D|0|D
01|35775|8610000US35775|35775(VALHERMOSO SPRINGS,AL)||00|Total for all sectors||2012|4||12||0|G|43||0|G|235||0|G
01|35776|8610000US35776|35776(WOODVILLE,AL)||00|Total for all sectors||2012|20||104||0|G|592||0|G|3182||0|G
01|35801|8610000US35801|35801(HUNTSVILLE,AL)||00|Total for all sectors||2012|1972||31616||0|G|307651||0|G|1346837||0|G
01|35802|8610000US35802|35802(HUNTSVILLE,AL)||00|Total for all sectors||2012|583||9400||0|G|77884||0|G|313704||0|G
01|35803|8610000US35803|35803(HUNTSVILLE,AL)||00|Total for all sectors||2012|339||5198||0|G|42060||0|G|172874||0|G
01|35804|8610000US35804|35804(HUNTSVILLE,AL)||00|Total for all sectors||2012|45||1052||0|G|11772||0|G|54364||0|G
01|35805|8610000US35805|35805(HUNTSVILLE,AL)||00|Total for all sectors||2012|713||18663||0|G|269643||0|G|1130367||0|G
01|35806|8610000US35806|35806(HUNTSVILLE,AL)||00|Total for all sectors||2012|885||29539||0|G|441724||0|G|1781744||0|G
01|35807|8610000US35807|35807(HUNTSVILLE,AL)||00|Total for all sectors||2012|10||304||0|G|4620||0|G|18512||0|G
01|35808|8610000US35808|35808(HUNTSVILLE,AL)||00|Total for all sectors||2012|14||170||0|G|2515||0|G|10403||0|G
01|35809|8610000US35809|35809(HUNTSVILLE,AL)||00|Total for all sectors||2012|8||56||0|G|435||0|G|1989||0|G
01|35810|8610000US35810|35810(HUNTSVILLE,AL)||00|Total for all sectors||2012|344||4978||0|G|48164||0|H|188371||0|H
01|35811|8610000US35811|35811(HUNTSVILLE,AL)||00|Total for all sectors||2012|390||8017||0|G|69992||0|G|285578||0|G
01|35812|8610000US35812|35812(HUNTSVILLE,AL)||00|Total for all sectors||2012|25||878||0|G|12909||0|G|52829||0|G
01|35813|8610000US35813|35813(HUNTSVILLE,AL)||00|Total for all sectors||2012|4||0|e|0|D|0|D|0|D|0|D|0|D
01|35814|8610000US35814|35814(HUNTSVILLE,AL)||00|Total for all sectors||2012|13||0|f|0|D|0|D|0|D|0|D|0|D
01|35815|8610000US35815|35815(HUNTSVILLE,AL)||00|Total for all sectors||2012|9||30||0|G|750||0|H|2159||0|H
01|35816|8610000US35816|35816(HUNTSVILLE,AL)||00|Total for all sectors||2012|561||8320||0|G|72487||0|G|290896||0|G
01|35824|8610000US35824|35824(HUNTSVILLE,AL)||00|Total for all sectors||2012|140||6580||0|G|112320||0|G|427651||0|G
01|35893|8610000US35893|35893(HUNTSVILLE,AL)||00|Total for all sectors||2012|2||0|e|0|D|0|D|0|D|0|D|0|D
01|35896|8610000US35896|35896(HUNTSVILLE,AL)||00|Total for all sectors||2012|6||0|g|0|D|0|D|0|D|0|D|0|D
01|35898|8610000US35898|35898(HUNTSVILLE,AL)||00|Total for all sectors||2012|67||930||0|G|17982||0|G|75923||0|G
01|35899|8610000US35899|35899(HUNTSVILLE,AL)||00|Total for all sectors||2012|9||0|c|0|S|466||0|H|1637||0|H
01|35901|8610000US35901|35901(GADSDEN,AL)||00|Total for all sectors||2012|726||9257||0|G|62543||0|G|264594||0|G
01|35902|8610000US35902|35902(GADSDEN,AL)||00|Total for all sectors||2012|39||393||0|H|3447||0|H|14264||0|H
01|35903|8610000US35903|35903(GADSDEN,AL)||00|Total for all sectors||2012|330||8741||0|G|83504||0|G|326395||0|G
01|35904|8610000US35904|35904(GADSDEN,AL)||00|Total for all sectors||2012|171||3058||0|G|23496||0|H|95428||0|H
01|35905|8610000US35905|35905(GADSDEN,AL)||00|Total for all sectors||2012|81||793||0|G|4658||0|G|19240||0|G
01|35906|8610000US35906|35906(RAINBOW CITY,AL)||00|Total for all sectors||2012|284||4327||0|G|27933||0|G|120058||0|G
01|35907|8610000US35907|35907(GADSDEN,AL)||00|Total for all sectors||2012|78||470||0|G|2455||0|G|10217||0|G
01|35950|8610000US35950|35950(ALBERTVILLE,AL)||00|Total for all sectors||2012|489||9902||0|G|73357||0|G|289566||0|G
01|35951|8610000US35951|35951(ALBERTVILLE,AL)||00|Total for all sectors||2012|112||1821||0|G|12001||0|G|50677||0|G
01|35952|8610000US35952|35952(ALTOONA,AL)||00|Total for all sectors||2012|74||444||0|H|2291||0|G|9405||0|G
01|35953|8610000US35953|35953(ASHVILLE,AL)||00|Total for all sectors||2012|92||576||0|G|3223||0|G|13559||0|G
01|35954|8610000US35954|35954(ATTALLA,AL)||00|Total for all sectors||2012|194||2584||0|G|16085||0|G|67503||0|G
01|35956|8610000US35956|35956(BOAZ,AL)||00|Total for all sectors||2012|57||358||0|G|1862||0|G|7434||0|G
01|35957|8610000US35957|35957(BOAZ,AL)||00|Total for all sectors||2012|313||6254||0|G|43907||0|G|180641||0|G
01|35958|8610000US35958|35958(BRYANT,AL)||00|Total for all sectors||2012|24||0|c|0|S|1445||0|H|6170||0|H
01|35959|8610000US35959|35959(CEDAR BLUFF,AL)||00|Total for all sectors||2012|47||205||0|G|1584||0|G|4966||0|G
01|35960|8610000US35960|35960(CENTRE,AL)||00|Total for all sectors||2012|247||2243||0|H|13836||0|H|55498||0|H
01|35961|8610000US35961|35961(COLLINSVILLE,AL)||00|Total for all sectors||2012|43||1497||0|G|9299||0|G|25604||0|G
01|35962|8610000US35962|35962(CROSSVILLE,AL)||00|Total for all sectors||2012|55||632||0|H|4131||0|H|19446||0|H
01|35963|8610000US35963|35963(DAWSON,AL)||00|Total for all sectors||2012|3||0|a|0|D|0|D|0|D|0|D|0|D
01|35964|8610000US35964|35964(DOUGLAS,AL)||00|Total for all sectors||2012|8||50||0|H|230||0|G|979||0|G
01|35966|8610000US35966|35966(FLAT ROCK,AL)||00|Total for all sectors||2012|20||111||0|G|1001||0|G|3694||0|G
01|35967|8610000US35967|35967(FORT PAYNE,AL)||00|Total for all sectors||2012|413||5899||0|G|50543||0|G|215095||0|G
01|35968|8610000US35968|35968(FORT PAYNE,AL)||00|Total for all sectors||2012|145||3025||0|G|22582||0|G|93109||0|G
01|35971|8610000US35971|35971(FYFFE,AL)||00|Total for all sectors||2012|69||841||0|G|5590||0|G|23017||0|G
01|35972|8610000US35972|35972(GALLANT,AL)||00|Total for all sectors||2012|3||0|b|0|D|0|D|0|D|0|D|0|D
01|35973|8610000US35973|35973(GAYLESVILLE,AL)||00|Total for all sectors||2012|13||44||0|G|265||0|G|1236||0|G
01|35974|8610000US35974|35974(GERALDINE,AL)||00|Total for all sectors||2012|28||265||0|G|1669||0|G|6030||0|G
01|35975|8610000US35975|35975(GROVEOAK,AL)||00|Total for all sectors||2012|1||0|a|0|D|0|D|0|D|0|D|0|D
01|35976|8610000US35976|35976(GUNTERSVILLE,AL)||00|Total for all sectors||2012|467||8289||0|H|55923||0|H|238070||0|H
01|35978|8610000US35978|35978(HENAGAR,AL)||00|Total for all sectors||2012|61||793||0|H|5446||0|H|24812||0|G
01|35979|8610000US35979|35979(HIGDON,AL)||00|Total for all sectors||2012|11||59||0|G|404||0|G|1742||0|G
01|35980|8610000US35980|35980(HORTON,AL)||00|Total for all sectors||2012|25||0|b|0|S|562||0|G|2109||0|G
01|35981|8610000US35981|35981(IDER,AL)||00|Total for all sectors||2012|17||154||0|G|751||0|G|3209||0|G
01|35983|8610000US35983|35983(LEESBURG,AL)||00|Total for all sectors||2012|37||0|f|0|D|0|D|0|D|0|D|0|D
01|35984|8610000US35984|35984(MENTONE,AL)||00|Total for all sectors||2012|23||114||0|H|689||0|G|4296||0|G
01|35986|8610000US35986|35986(RAINSVILLE,AL)||00|Total for all sectors||2012|163||2314||0|G|17345||0|G|75610||0|G
01|35987|8610000US35987|35987(STEELE,AL)||00|Total for all sectors||2012|37||692||0|G|8297||0|G|32882||0|G
01|35988|8610000US35988|35988(SYLVANIA,AL)||00|Total for all sectors||2012|23||214||0|G|1125||0|G|5028||0|G
01|35989|8610000US35989|35989(VALLEY HEAD,AL)||00|Total for all sectors||2012|33||503||0|H|3311||0|H|14443||0|H
01|35990|8610000US35990|35990(WALNUT GROVE,AL)||00|Total for all sectors||2012|6||17||0|G|127||0|G|686||0|G
01|36003|8610000US36003|36003(AUTAUGAVILLE,AL)||00|Total for all sectors||2012|18||146||0|G|1100||0|G|4178||0|G
01|36005|8610000US36005|36005(BANKS,AL)||00|Total for all sectors||2012|6||0|b|0|S|223||0|G|592||0|H
01|36006|8610000US36006|36006(BILLINGSLEY,AL)||00|Total for all sectors||2012|18||0|c|0|D|0|D|0|D|0|D|0|D
01|36008|8610000US36008|36008(BOOTH,AL)||00|Total for all sectors||2012|1||0|a|0|D|0|D|0|D|0|D|0|D
01|36009|8610000US36009|36009(BRANTLEY,AL)||00|Total for all sectors||2012|42||312||0|G|2416||0|G|11796||0|G
01|36010|8610000US36010|36010(BRUNDIDGE,AL)||00|Total for all sectors||2012|73||1486||0|H|10503||0|H|43871||0|H
01|36013|8610000US36013|36013(CECIL,AL)||00|Total for all sectors||2012|7||94||0|G|713||0|G|2674||0|G
01|36015|8610000US36015|36015(CHAPMAN,AL)||00|Total for all sectors||2012|5||0|e|0|D|0|D|0|D|0|D|0|D
01|36016|8610000US36016|36016(CLAYTON,AL)||00|Total for all sectors||2012|48||331||0|G|2647||0|G|11609||0|G
01|36017|8610000US36017|36017(CLIO,AL)||00|Total for all sectors||2012|11||111||0|G|887||0|G|4545||0|G
01|36020|8610000US36020|36020(COOSADA,AL)||00|Total for all sectors||2012|16||107||0|G|791||0|G|2857||0|G
01|36022|8610000US36022|36022(DEATSVILLE,AL)||00|Total for all sectors||2012|68||259||0|G|1816||0|G|7364||0|G
01|36023|8610000US36023|36023(EAST TALLASSEE,AL)||00|Total for all sectors||2012|1||0|a|0|D|0|D|0|D|0|D|0|D
01|36024|8610000US36024|36024(ECLECTIC,AL)||00|Total for all sectors||2012|71||652||0|G|4811||0|G|20012||0|G
01|36025|8610000US36025|36025(ELMORE,AL)||00|Total for all sectors||2012|39||467||0|G|3404||0|G|13146||0|G
01|36026|8610000US36026|36026(EQUALITY,AL)||00|Total for all sectors||2012|9||63||0|G|505||0|G|2161||0|G
01|36027|8610000US36027|36027(EUFAULA,AL)||00|Total for all sectors||2012|382||6236||0|G|49764||0|H|192537||0|H
01|36028|8610000US36028|36028(DOZIER,AL)||00|Total for all sectors||2012|9||39||0|G|341||0|G|1337||0|G
01|36029|8610000US36029|36029(FITZPATRICK,AL)||00|Total for all sectors||2012|7||27||0|G|192||0|G|829||0|G
01|36030|8610000US36030|36030(FOREST HOME,AL)||00|Total for all sectors||2012|2||0|a|0|D|0|D|0|D|0|D|0|D
01|36032|8610000US36032|36032(FORT DEPOSIT,AL)||00|Total for all sectors||2012|27||368||0|G|3201||0|G|11957||0|G
01|36033|8610000US36033|36033(GEORGIANA,AL)||00|Total for all sectors||2012|53||586||0|H|3262||0|H|13031||0|H
01|36034|8610000US36034|36034(GLENWOOD,AL)||00|Total for all sectors||2012|7||63||0|H|543||0|H|2221||0|H
01|36035|8610000US36035|36035(GOSHEN,AL)||00|Total for all sectors||2012|24||102||0|G|901||0|H|4025||0|H
01|36036|8610000US36036|36036(GRADY,AL)||00|Total for all sectors||2012|9||62||0|H|198||0|H|824||0|H
01|36037|8610000US36037|36037(GREENVILLE,AL)||00|Total for all sectors||2012|329||4563||0|G|29843||0|G|128421||0|G
01|36038|8610000US36038|36038(GANTT,AL)||00|Total for all sectors||2012|6||21||0|G|116||0|H|503||0|H
01|36039|8610000US36039|36039(HARDAWAY,AL)||00|Total for all sectors||2012|2||0|b|0|D|0|D|0|D|0|D|0|D
01|36040|8610000US36040|36040(HAYNEVILLE,AL)||00|Total for all sectors||2012|34||307||0|G|1628||0|G|6598||0|G
01|36041|8610000US36041|36041(HIGHLAND HOME,AL)||00|Total for all sectors||2012|18||157||0|G|819||0|H|2917||0|H
01|36042|8610000US36042|36042(HONORAVILLE,AL)||00|Total for all sectors||2012|5||0|b|0|D|0|D|0|D|0|D|0|D
01|36043|8610000US36043|36043(HOPE HULL,AL)||00|Total for all sectors||2012|56||1150||0|G|10661||0|G|44637||0|G
01|36045|8610000US36045|36045(KENT,AL)||00|Total for all sectors||2012|1||0|a|0|D|0|D|0|D|0|D|0|D
01|36046|8610000US36046|36046(LAPINE,AL)||00|Total for all sectors||2012|11||77||0|G|584||0|G|2541||0|G
01|36047|8610000US36047|36047(LETOHATCHEE,AL)||00|Total for all sectors||2012|9||0|b|0|D|0|D|0|D|0|D|0|D
01|36048|8610000US36048|36048(LOUISVILLE,AL)||00|Total for all sectors||2012|21||249||0|G|1705||0|G|6527||0|G
01|36049|8610000US36049|36049(LUVERNE,AL)||00|Total for all sectors||2012|115||2456||0|G|17339||0|G|78798||0|G
01|36051|8610000US36051|36051(MARBURY,AL)||00|Total for all sectors||2012|12||57||0|G|350||0|H|1645||0|H
01|36052|8610000US36052|36052(MATHEWS,AL)||00|Total for all sectors||2012|9||50||0|G|349||0|G|1226||0|G
01|36053|8610000US36053|36053(MIDWAY,AL)||00|Total for all sectors||2012|5||0|b|0|D|0|D|0|D|0|D|0|D
01|36054|8610000US36054|36054(MILLBROOK,AL)||00|Total for all sectors||2012|243||2356||0|G|13056||0|G|54793||0|G
01|36057|8610000US36057|36057(MOUNT MEIGS,AL)||00|Total for all sectors||2012|12||333||0|G|3371||0|G|14449||0|G
01|36064|8610000US36064|36064(PIKE ROAD,AL)||00|Total for all sectors||2012|86||441||0|G|3751||0|H|16378||0|H
01|36065|8610000US36065|36065(PINE LEVEL,AL)||00|Total for all sectors||2012|5||54||0|G|286||0|G|1662||0|G
01|36066|8610000US36066|36066(PRATTVILLE,AL)||00|Total for all sectors||2012|362||5778||0|G|31123||0|G|126399||0|G
01|36067|8610000US36067|36067(PRATTVILLE,AL)||00|Total for all sectors||2012|397||4375||0|G|33168||0|G|149331||0|G
01|36068|8610000US36068|36068(PRATTVILLE,AL)||00|Total for all sectors||2012|21||193||0|G|797||0|G|3108||0|G
01|36069|8610000US36069|36069(RAMER,AL)||00|Total for all sectors||2012|23||141||0|H|944||0|H|4301||0|G
01|36071|8610000US36071|36071(RUTLEDGE,AL)||00|Total for all sectors||2012|7||51||0|G|253||0|G|734||0|G
